id,Material Type,Process Type,call_number,Library Name,Location Name,mms_id,title,ISBN,ISSN,Author,Publisher,Publication Place,Publication Date,Subjects,651$$0,651$$1,Num of Loans Including Pre-Migration (In House),Description,Internal Note 1,Internal Note 2,Internal Note 3,date_acquired,Item Modification Date,predicted_category,confidence,prob_Ancient Western Asia,prob_Central Asia & Siberia,"prob_China, South Asia, & East Asia",prob_Cross-Cultural Studies & Other,prob_Egypt & North Africa,prob_European and Classical Antiquity,prob_The Caucasus & The Western Steppe,final_category
31154069007480,Bound Issue,,DJK23 .E973,NYU Inst Study Ancient World,Oak Collection,990043376930107876,Eurasia antiqua : Zeitschrift für Archäologie Eurasiens /,,0949-0434,,P von Zabern,Mainz :,©1996-,Antiquities; Excavations (Archaeology); Eurasia; Periodicals; Periodicals.; Archäologie; Eurasien; Excavations (Archaeology)--Eurasia--Periodicals.; Eurasia--Antiquities--Periodicals.; Eurasia.; Zeitschrift.,http://vocab.getty.edu/tgn/3000006,,0,Bd.26(2025),,,,2026-01-08,2026-01-08,The Caucasus & The Western Steppe,0.5437262470302553,0.0,0.3911322049174838,0.0,0.0502884263465336,0.0,0.0148531217057272,0.5437262470302553,The Caucasus & The Western Steppe
31154069007498,Book,,DS154.9.P48 P585 2024,NYU Inst Study Ancient World,Large Collection,9998762956507876,"Petra's Temple of the Winged Lions : excavation and conservation projects, 1973-2005 and 2009-2021 /",9781955918176; 1955918171; 195591818X; 9781955918183,,,The American Center of Research,"Amman, Jordan ; Alexandria, Virginia :",[2024],"Temple of the Winged Lions (Petra); Art, Nabataean--Jordan--Petra (Extinct city); Architecture--Jordan--Petra (Extinct city); Excavations (Archaeology)--Jordan--Petra (Extinct city); Petra (Extinct city); Temple of the Winged Lions.; Petra.; Art nabatéen--Jordanie--Pétra (Ville ancienne); Architecture--Jordanie--Pétra (Ville ancienne); Fouilles (Archéologie)--Jordanie--Pétra (Ville ancienne); Pétra (Ville ancienne)",https://pleiades.stoa.org/places/777218560; https://pleiades.stoa.org/places/697725;,,0,v.1,,,,2026-01-08,2026-01-08,Ancient Western Asia,0.7528463568917951,0.7528463568917951,0.1204554171026872,0.0438019698555226,0.0,0.0552547784874712,0.0162777590679307,0.0113637185945931,Ancient Western Asia
31154069007506,Book,,DH811.T65 W75 2025,NYU Inst Study Ancient World,Large Collection,9998775473807876,Writing tablets of Roman Tongeren (Belgium) : and associated wooden finds /,2503616879; 9782503616872; 2503617050; 9782503617053; 9782503616889; 2503616887,,,Brepols,"Turnhout, Belgium :",[2025],"Wooden tablets--Belgium--Tongeren--History.; Tongeren (Belgium)--Antiquities, Roman.; Atuatuca.; Tablettes en bois--Belgique--Tongres--Histoire.; Tablettes en bois--Belgique--Tongres--Catalogues.",https://pleiades.stoa.org/places/108765,,0,,,,,2026-01-08,2026-01-08,European and Classical Antiquity,0.9534883720930232,0.0,0.0,0.0,0.0465116279069767,0.0,0.9534883720930232,0.0,European and Classical Antiquity
31154069007522,Book,,BL2441.3 .C53 2025,NYU Inst Study Ancient World,Small Collection,9998775473707876,Clashing religions in ancient Egypt : exploring different layers of religious beliefs /,2503614167; 9782503614168,,,Brepols,Turnhout :,[2025].,Egypt--Civilization--To 332 B.C.; Egypt--Religious life and customs.; Egypt--Religion.; Egypt--Religion--Influence.; Egypt; Ancient Egypt (region); Égypte--Religion.; Égypte--Religion--Influence.,https://pleiades.stoa.org/places/981503;,https://id.oclc.org/worldcat/entity/E39QbtfRDwpX7XgppvP7ww3J9c;,0,,,,,2026-01-08,2026-01-08,Egypt & North Africa,0.9073024880410948,0.0,0.0,0.0329928177469489,0.0388843923446183,0.9073024880410948,0.0122608444329877,0.0085594574343499,Egypt & North Africa
31154069007530,Book,,PJ4054.U6 A583 2021,NYU Inst Study Ancient World,Large Collection,9998775473607876,Neo-Sumerian barley allotment rolls from the Umma region /,8491687378; 9788491687375,,"Al-Taee, Ammar M., author.",Edicions Universitat de Barcelona,Barcelona :,[2021],Sumerian language--Iraq--Umma (Extinct city)--Texts.; Cuneiform tablets--Iraq--Umma (Extinct city); Food supply--Iraq--Umma (Extinct city)--History--Sources.; Barley industry--Iraq--Umma (Extinct city)--History--Sources.; Umma (Extinct city)--History--Sources.; Barley industry; Cuneiform tablets; Food supply; Sumerian language; Iraq--Umma (Extinct city); History; Sources; Texts; Umma.; Sumérien (Langue)--Irak--Umma (Ville ancienne)--Textes.; Tablettes cunéiformes--Irak--Umma (Ville ancienne); Umma (Ville ancienne)--Histoire--Sources.; Orge--Industrie--Histoire--Irak--Umma (Ville ancienne)--Sources.; Aliments--Approvisionnement--Histoire--Irak--Umma (Ville ancienne)--Sources.,https://pleiades.stoa.org/places/44626252;,,0,,,,,2026-01-08,2026-01-08,Ancient Western Asia,0.92760960896262,0.92760960896262,0.0,0.0,0.0,0.0567345326582642,0.0156558583791159,0.0,Ancient Western Asia
31154069007548,Book,,NK3825 .N37 2024,NYU Inst Study Ancient World,Large Collection,9998775473507876,Mannea and beyond : a study of Iron age and later pottery from Zanjan in the National Museum of Iran /,9791280267245,,"Nāṣirī, Riz̤ā, 1981 or 1982- author.",ISMEO; Antilia,[Treviso] : Roma :,[2024],"Mūzih-i Īrān-i Bāstān--Catalogs.; Pottery, Ancient--Iran--Zanjān--Catalogs.; Zanjān (Iran)--Antiquities--Catalogs.; Pottery--Iran--Tehran--Catalogs.; Zanjān.",http://vocab.getty.edu/tgn/1001613,,0,,,,,2026-01-08,2026-01-08,Ancient Western Asia,0.691271559949979,0.691271559949979,0.0126296507098301,0.0293926416519683,0.1616595290858258,0.0288677730510403,0.0256602427120358,0.0505186028393205,Ancient Western Asia
31154069007555,Book,,PJ3151 .R47 2018,NYU Inst Study Ancient World,Small Collection,9998775473307876,"Towards a history of Assyriology : workshop organized at the 64th Rencontre Assyriologique Internationale, Innsbruck 2018 /",3963272465; 9783963272462; 9783963272479; 3963272473,,"Rencontre assyriologique internationale Innsbruck, Austria), 2018 : author. (64th :",Zaphon,Münster :,2025.,Assyriology--History--Congresses.; Assyria--History--Congresses.; Assyriology; Middle East--Assyria; Conference papers and proceedings; History; (As)Syria (region); Assyriologie--Histoire--Congrès.,https://pleiades.stoa.org/places/569131178,,0,,,,,2026-01-08,2026-01-08,Ancient Western Asia,0.500726700316219,0.500726700316219,0.0,0.0,0.0286129543037839,0.462209261830356,0.0084510835496408,0.0,Ancient Western Asia
31154069007563,Book,In Process,GN799.A8 F76 2025,NYU Inst Study Ancient World,Small Collection,9998775473207876,From the ground to the sky : ten years of skyscape archaeology /,1800505175; 9781800505179; 1800505183; 9781800505186; 9781800506800; 1800506805; 9781800505193; 1800505191,,,Equinox Publishing Ltd,"Sheffield, South Yorkshire ; Bristol, CT :",2025.,Archaeoastronomy.; Landscape archaeology.; Cosmology--History.; Astrology--History.; Social archaeology.; Archéoastronomie.; Archéologie du paysage.; Cosmologie--Histoire.; Archéologie sociale.,,,0,,,,,2026-01-08,2026-01-14,Cross-Cultural Studies & Other,0.6178006029437793,0.0561636911767072,0.0805826873404929,0.0224654764706828,0.6178006029437793,0.0220643072479921,0.1950949272454039,0.0058283075749413,Cross-Cultural Studies & Other
31154069007571,Book,,P1057 .P479 2022,NYU Inst Study Ancient World,Small Collection,9998775473107876,Phrygian linguistics and epigraphy : new insights /,8491688919; 9788491688914,,,Universitat de Barcelona Edicions,Barcelona :,2022.,"Phrygian language; Phrygian language.; Inscriptions, Phrygian.; Anatolian languages.; Phrygia--Antiquities.; Phrygia--Religion.; Phrygia.; Phrygien (Langue)",https://pleiades.stoa.org/places/609502,,0,,,,,2026-01-08,2026-01-09,Ancient Western Asia,0.927102976913144,0.927102976913144,0.0160108244368223,0.0,0.0439154041695699,0.0,0.0129707944804637,0.0,Ancient Western Asia
31154069007589,Book,,P944.5 .N488 2023,NYU Inst Study Ancient World,Small Collection,9998775473007876,New approaches on Anatolian linguistics /,8491689370; 9788491689379,,,Universitat de Barcelona Edicions,Barcelona :,[2023],Anatolian languages.; Asia Minor.; Langues anatoliennes.,https://pleiades.stoa.org/places/837,,0,,,,,2026-01-08,2026-01-08,Ancient Western Asia,0.9093175133356598,0.9093175133356598,0.0157036741612243,0.0,0.0430729348422154,0.0,0.0319058776609003,0.0,Ancient Western Asia
31154069007597,Book,,DR296.P67 L36 2016,NYU Inst Study Ancient World,Small Collection,9998775681707876,Landscape archaeology on the northern frontier of the Roman Empire at Porolissum : an interdisciplinary research project /,6065437875; 9786065437876,,,Mega Publishing House,Cluj-Napoca :,2016.,Landscape archaeology--Romania--Porolissum (Extinct city); Excavations (Archaeology)--Romania--Porolissum (Extinct city); Porolissum (Extinct city); Romania--Antiquities.; Limes (Roman boundary)--Romania--Porolissum (Extinct city); Limes (Roman boundary); Landscape archaeology; Excavations (Archaeology); Antiquities; Romania; Romania--Porolissum (Extinct city); Porolissum.; Roumanie--Antiquités.,https://pleiades.stoa.org/places/207361;,https://id.oclc.org/worldcat/entity/E39PBJmhJRDjFyFfrTdxhTHHmd;,0,,,,,2026-01-12,2026-01-12,European and Classical Antiquity,0.9166666666666669,0.0833333333333333,0.0,0.0,0.0,0.0,0.9166666666666669,0.0,European and Classical Antiquity
31154069007605,Book,,DG59.D3 D78 2020,NYU Inst Study Ancient World,Small Collection,9998775681607876,Mapping Ptolemaic Dacia /,6158135364; 9786158135368,,"Drugaş, Şerban George Paul, author.",Trivent,Budapest :,2020.,"Ptolemy,--active 2nd century--Criticism and interpretation.; Cartography--History.; Dacia--History.; Ptolemy,--active 2nd century; Cartography; Europe--Dacia; Criticism, interpretation, etc.; History; Dacia.; Cartographie--Histoire.; Dacie--Histoire.",https://pleiades.stoa.org/places/207065;,,0,,,,,2026-01-12,2026-01-12,European and Classical Antiquity,0.9561403508771932,0.0,0.0,0.0,0.0,0.043859649122807,0.9561403508771932,0.0,European and Classical Antiquity
31154069007613,Book,,DT60 .E2993 2024,NYU Inst Study Ancient World,Large Collection,9998775681507876,"Egypt in ancient and modern tales, travels and explorations : studies presented to Marilina Betrò /",9791256080434,,,Pisa University Press,Pisa :,[2024],Egyptology.; Egypt--In literature.; Egypt--Historiography.; Egypt.; Égyptologie.,http://vocab.getty.edu/tgn/7016833,,0,,,,,2026-01-12,2026-01-12,Egypt & North Africa,0.9474044886071612,0.0,0.0,0.0,0.0406030495117354,0.9474044886071612,0.0119924618811033,0.0,Egypt & North Africa
31154069007621,Book,,BL2441.3 .M338 2024,NYU Inst Study Ancient World,Large Collection,9998775681407876,A matter of religions : gods and people in ancient Egypt : studies presented to Marilina Betrò /,9791256080373,,,Pisa University Press,Pisa :,[2024],"Egypt--Religion.; Egypt--Religious life and customs.; Gods, Egyptian.; Goddesses, Egyptian.; Ancient Egypt (region); Égypte--Religion.; Dieux égyptiens.; Déesses égyptiennes.",https://pleiades.stoa.org/places/981503;,,0,,,,,2026-01-12,2026-01-12,Egypt & North Africa,0.8925377631758004,0.0,0.0,0.0324559186609381,0.03825161842182,0.8925377631758004,0.0283345321643111,0.0084201675771301,Egypt & North Africa
31154069007639,Book,,CJ647.A44 E45 2025,NYU Inst Study Ancient World,Large Collection,9998776381107876,"Alexandreia Troas in the Hellenistic Period : war, finance, and civic identity /",0897227425; 9780897227421; 0897227433; 9780897227438,,"Ellis-Evans, Aneurin, 1986- author.",The American Numismatic Society,New York :,2025.,"Excavations (Archaeology)--Turkey--Alexandria Troas (Extinct city); Alexandria Troas (Extinct city)--History.; Coins, Greek--Turkey--Alexandria Troas (Extinct city); Antigoneia/(Col. Augusta) Alexandria Troas.; Alexandria Troas (Ville ancienne)--Histoire.",https://pleiades.stoa.org/places/550434;,,0,,,,,2026-01-13,2026-01-13,Ancient Western Asia,0.2976484213324797,0.2976484213324797,0.0761426194106343,0.0271254105763942,0.1403199700567404,0.1501895703971228,0.1039407185605484,0.2046332896660798,Ancient Western Asia
31154069007647,Book,In Process,DS156.A487 R49 2008,NYU Inst Study Ancient World,Small Collection,9998776381007876,"Rezan Has Müzesi Konferansları III : Allianoi ; dünü, bugünü, yarını, 12 Mayıs 2008 /",9758919466; 9789758919468,,"Rezan Has Müzesi. Konferanslar Istanbul, Turkey) 2008 : (3rd :",Rezan Has Müzesi,"Kağıthane, İstanbul :",2009.,"Allianoi (Extinct city)--Congresses.; Health resorts, Ancient--Turkey--Congresses.; Excavations (Archaeology)--Turkey--Allianoi (Extinct city)--Congresses.; Turkey--Antiquities--Congresses.; Antiquities; Excavations (Archaeology); Health resorts, Ancient; Turkey; Turkey--Allianoi (Extinct city); Conference papers and proceedings; Allianoi.; Turquie--Antiquités--Congrès.",https://pleiades.stoa.org/places/550793;,https://id.oclc.org/worldcat/entity/E39PBJxmHG9jJjCTM3y4pFRqcP;,0,,,,,2026-01-13,2026-02-02,Ancient Western Asia,0.7764975384572159,0.7764975384572159,0.016177032051192,0.0376483655009559,0.0443712879118409,0.0474922041869856,0.0131054436870416,0.064708128204768,Ancient Western Asia
31154069007654,Book,,PJ3721.B33 P44 2025,NYU Inst Study Ancient World,Large Collection,9998776380807876,The South Palace archives in Babylon : administrative records in the palace of Nebuchadnezzar II /,3447124148; 9783447124140; 9783447397063; 3447397063,,"Pedersén, Olof, 1946- compiler.",Harrassowitz Verlag,Wiesbaden :,2025.,"Babylonia--History--Sources.; Iraq--Civilization--To 634.; Cuneiform tablets--Iraq--Babylon (Extinct city); Akkadian language--Texts.; Babylon (Extinct city); Iraq--Antiquities.; Cuneiform inscriptions, Akkadian.; Palace of Nebuchadnezzar II.; Babylonia.; Iraq.; Irak--Civilisation--Jusqu'à 634.; Inscriptions cunéiformes akkadiennes.; Akkadien (Langue)--Textes.; Irak--Antiquités.; Tablettes cunéiformes--Irak--Babylone (Ville ancienne); Babylone (Ville ancienne)",https://pleiades.stoa.org/places/541602250; https://pleiades.stoa.org/places/912816; http://vocab.getty.edu/tgn/1000118;,,0,pt.1,,,,2026-01-13,2026-01-13,Ancient Western Asia,0.7233734939759036,0.7233734939759036,0.0,0.0,0.0,0.2665060240963855,0.0101204819277108,0.0,Ancient Western Asia
31154069007662,Book,,PJ3721.B33 P44 2025,NYU Inst Study Ancient World,Large Collection,9998776380807876,The South Palace archives in Babylon : administrative records in the palace of Nebuchadnezzar II /,3447124148; 9783447124140; 9783447397063; 3447397063,,"Pedersén, Olof, 1946- compiler.",Harrassowitz Verlag,Wiesbaden :,2025.,"Babylonia--History--Sources.; Iraq--Civilization--To 634.; Cuneiform tablets--Iraq--Babylon (Extinct city); Akkadian language--Texts.; Babylon (Extinct city); Iraq--Antiquities.; Cuneiform inscriptions, Akkadian.; Palace of Nebuchadnezzar II.; Babylonia.; Iraq.; Irak--Civilisation--Jusqu'à 634.; Inscriptions cunéiformes akkadiennes.; Akkadien (Langue)--Textes.; Irak--Antiquités.; Tablettes cunéiformes--Irak--Babylone (Ville ancienne); Babylone (Ville ancienne)",https://pleiades.stoa.org/places/541602250; https://pleiades.stoa.org/places/912816; http://vocab.getty.edu/tgn/1000118;,,0,pt.2,,,,2026-01-13,2026-01-13,Ancient Western Asia,0.7233734939759036,0.7233734939759036,0.0,0.0,0.0,0.2665060240963855,0.0101204819277108,0.0,Ancient Western Asia
31154069007670,Book,,DS99.E25 P564 2011,NYU Inst Study Ancient World,Large Collection,9998776380607876,Le giarette con decorazione applicata del Bronzo Medio II /,8888233059; 9788888233055,,"Pinnock, Frances, author.",Sapienza - Università di Roma,Roma :,2011.,"Ebla (Extinct city)--Catalogs.; Pottery, Ancient--Syria--Ebla (Extinct city)--Catalogs.; Bronze age--Syria--Ebla (Extinct city)--Catalogs.; Syria--Antiquities--Catalogs.; Antiquities; Bronze age; Pottery, Ancient; Syria; Syria--Ebla (Extinct city); Catalogs; Bronzezeit; Vase; Ebla; Ebla.; Syria.; Ebla (Ville ancienne)--Catalogues.; Syrie--Antiquités--Catalogues.",https://pleiades.stoa.org/places/869702586; https://pleiades.stoa.org/places/1306;,https://id.oclc.org/worldcat/entity/E39QbtfRrbPWVQ3tvhM9q9jX7B; https://id.oclc.org/worldcat/entity/E39PBJjCRBKkHMFhK6qCKbXfMP;,0,,,,,2026-01-13,2026-01-13,Ancient Western Asia,0.8651958434931794,0.8651958434931794,0.0145924661706203,0.0339606485425346,0.0227784837785293,0.0428402676568671,0.011821744745819,0.00881054561245,Ancient Western Asia
